ID,Name,,name_in,description,Coordinates
12,传送点-杜加避难所,,Teleport Waypoint 1,,
313,传送点-河谷林场,,Teleport Waypoint 2,,
314,传送点-信号检测站,,Teleport Waypoint 3,,
315,传送点-雇佣兵营地,,,,
316,传送点-军事基地,,,,
317,传送点-坠落集市,,,,
318,传送点-河谷哨所,,,,
319,传送点-坠机丘陵,,,,
320,传送点-异星前线,,,,
321,传送点-泥泞沼泽,,,,
322,传送点-破碎河谷,,,,
323,传送点-湖滨林区,,,,
586,传送点-绿洲避难所,,,,
589,传送点-摩得尔避难所,,,,
591,传送点-地平线矿区,,,,
594,传送点-风蚀喉谷,,,,
595,传送点-中央车站,,,,
597,传送点-竞速起点,,,,
600,传送点-沙海遗迹,,,,
605,传送点-北部戈壁滩,,,,
886,传送点-晨星制所,,,,
887,传送点-暗水街,,,,
888,传送点-市民广场,,,,
889,传送点-起源工厂,,,,
890,传送点-商业中心旧址,,,,
891,传送点-伊甸城避难所,,,,
892,传送点-迷雾深渊,,,,
893,传送点-生态监测站一号,,,,
894,传送点-黑教堂,,,,
895,传送点-空间通信塔,,,,
896,传送点-地铁站,,,,
897,传送点-六号实验楼,,,,
980,传送点-雪山避难所,,,,
981,传送点-高山林场,,,,
982,传送点-三叉路口,,,,
983,传送点-临湖镇,,,,
984,传送点-临湖缆车站,,,,
985,传送点-野钓池,,,,
986,传送点-观测站,,,,
987,传送点-冻湖营地,,,,
988,传送点-隐秘基地,,,,
989,传送点-滑雪中心,,,,
990,传送点-东部缆车场,,,,
438,彩虹小丑-伊甸城中此处垂钓获取，需钓鱼5级并使用2级鱼竿钓取,,Rainbow Clown - Use level 2 Rod,,
440,彩虹小丑2-伊甸城中此处垂钓获取，需钓鱼5级并使用2级鱼竿钓取,,Rainbow Clown - Use level 2 Rod,,
398,橙色隐者-杜加河谷湖滨林区此处垂钓获取，需钓鱼5级并使用2级鱼竿钓取,,Orange Hermit - Use Level 2 Rod,,
399,橙色隐者-杜加河谷哨所此处垂钓获取，需钓鱼5级并使用2级鱼竿钓取,,Orange Hermit - Use Level 2 Rod,,
400,橙色隐者-杜加河谷晴光山洞此处垂钓获取，需钓鱼5级并使用2级鱼竿钓取,,Orange Hermit - Use Level 2 Rod,,
408,戈壁狗鱼-尖叫戈壁南部绿洲此处垂钓获取，需钓鱼5级并使用2级鱼竿钓取,,Gobi Pike - Use Level 2 Rod,,
409,戈壁狗鱼-尖叫戈壁中部废墟此处垂钓获取，需钓鱼5级并使用2级鱼竿钓取,,Gobi Pike - Use Level 2 Rod,,
1276,钓鱼(分享来自:快爆用户122112617),,,,
388,河谷虹鳟-杜加河谷此处钓取，需钓鱼5级并使用2级鱼竿钓取,,Rainbow Ell - Use Level 2 Rod,,
390,河谷虹鳟2-杜加河谷此处钓取，需钓鱼5级并使用2级鱼竿钓取,,Rainbow Ell - Use Level 2 Rod,,
391,河谷虹鳟3-河谷林场此处钓取，需钓鱼5级并使用2级鱼竿钓取,,Rainbow Ell - Use Level 2 Rod,,
392,河谷虹鳟4-幽兰花海此处钓取，需钓鱼5级并使用2级鱼竿钓取,,Rainbow Ell - Use Level 2 Rod,,
429,蝴蝶仙子-尖叫戈壁东部城区此处垂钓获取，需钓鱼5级并使用2级鱼竿钓取,,Butterfly Fairy - Use Level 2 Rod,,
20,探秘寻宝-杜加河谷1,,Treasure Hunt - Sundale Valley 1,"262, 225","262, 225"
21,探秘寻宝-杜加河谷2,,Treasure Hunt - Sundale Valley 2,,"231, 236"
22,探秘寻宝-杜加河谷3,,Treasure Hunt - Sundale Valley 3,,"320, 182"
23,探秘寻宝-杜加河谷4,,Treasure Hunt - Sundale Valley 4,,"360, 146"
24,探秘寻宝-杜加河谷5,,Treasure Hunt - Sundale Valley 5,,"368, 140"
25,探秘寻宝-杜加河谷6,,Treasure Hunt - Sundale Valley 6,,"405, 160"
26,探秘寻宝-杜加河谷7,,Treasure Hunt - Sundale Valley 7,,"428, 145"
27,探秘寻宝-杜加河谷8,,Treasure Hunt - Sundale Valley 8,,"143, 156"
28,探秘寻宝-杜加河谷9,,Treasure Hunt - Sundale Valley 9,,"493, 102"
29,探秘寻宝-杜加河谷10,,Treasure Hunt - Sundale Valley 10,,"433, 131"
30,探秘寻宝-杜加河谷11,,Treasure Hunt - Sundale Valley 11,,"484, 64"
31,探秘寻宝-杜加河谷12,,Treasure Hunt - Sundale Valley 12,,"472, 121"
32,探秘寻宝-杜加河谷13,,Treasure Hunt - Sundale Valley 13,,"453, 179"
33,探秘寻宝-杜加河谷14,,Treasure Hunt - Sundale Valley 14,,"471, 222"
34,探秘寻宝-杜加河谷15,,Treasure Hunt - Sundale Valley 15,,"496, 212"
35,探秘寻宝-杜加河谷16,,Treasure Hunt - Sundale Valley 16,,"482, 199"
36,探秘寻宝-杜加河谷17,,Treasure Hunt - Sundale Valley 17,,"510, 207"
37,探秘寻宝-杜加河谷18,,Treasure Hunt - Sundale Valley 18,,"543, 210"
38,探秘寻宝-杜加河谷19,,Treasure Hunt - Sundale Valley 19,,"485, 189"
39,探秘寻宝-杜加河谷20,,Treasure Hunt - Sundale Valley 20,,"495, 164"
40,探秘寻宝-杜加河谷21,,Treasure Hunt - Sundale Valley 21,,"508, 168"
41,探秘寻宝-杜加河谷22,,Treasure Hunt - Sundale Valley 22,,"529, 176"
42,探秘寻宝-杜加河谷23,,Treasure Hunt - Sundale Valley 23,,"504, 142"
43,探秘寻宝-杜加河谷24,,Treasure Hunt - Sundale Valley 24,,"704, 173"
44,探秘寻宝-杜加河谷25,,Treasure Hunt - Sundale Valley 25,,"705, 116"
45,探秘寻宝-杜加河谷26,,Treasure Hunt - Sundale Valley 26,,"742, 86"
46,探秘寻宝-杜加河谷27,,Treasure Hunt - Sundale Valley 27,,"783, 125"
47,探秘寻宝-杜加河谷28,,Treasure Hunt - Sundale Valley 28,,"785, 129"
48,探秘寻宝-杜加河谷29,,Treasure Hunt - Sundale Valley 29,,"783, 231"
49,探秘寻宝-杜加河谷30,,Treasure Hunt - Sundale Valley 30,,"834, 212"
50,探秘寻宝-杜加河谷31,,Treasure Hunt - Sundale Valley 31,,"829, 139"
51,探秘寻宝-杜加河谷32,,Treasure Hunt - Sundale Valley 32,,"852, 109"
54,探秘寻宝-杜加河谷33,,Treasure Hunt - Sundale Valley 33,,"840, 69"
55,探秘寻宝-杜加河谷34,,Treasure Hunt - Sundale Valley 34,,"877, 142"
56,探秘寻宝-杜加河谷35,,Treasure Hunt - Sundale Valley 35,,"872, 163"
57,探秘寻宝-杜加河谷36,,Treasure Hunt - Sundale Valley 36,,"864, 232"
58,探秘寻宝-杜加河谷37,,Treasure Hunt - Sundale Valley 37,,"867, 271"
59,探秘寻宝-杜加河谷38,,Treasure Hunt - Sundale Valley 38,,"860, 277"
60,探秘寻宝-杜加河谷39,,Treasure Hunt - Sundale Valley 39,,"1025, 183"
61,探秘寻宝-杜加河谷40,,Treasure Hunt - Sundale Valley 40,,"1100, 212"
62,探秘寻宝-杜加河谷41,,Treasure Hunt - Sundale Valley 41,,"1108, 259"
63,探秘寻宝-杜加河谷42,,Treasure Hunt - Sundale Valley 42,,"1269, 109"
64,探秘寻宝-杜加河谷43,,Treasure Hunt - Sundale Valley 43,,"1273, 112"
65,探秘寻宝-杜加河谷44,,Treasure Hunt - Sundale Valley 44,,"1291, 94"
66,探秘寻宝-杜加河谷45,,Treasure Hunt - Sundale Valley 45,,"1372, 179"
67,探秘寻宝-杜加河谷46,,Treasure Hunt - Sundale Valley 46,,"1378, 187"
68,探秘寻宝-杜加河谷47,,Treasure Hunt - Sundale Valley 47,,"1510, 194"
69,探秘寻宝-杜加河谷48,,Treasure Hunt - Sundale Valley 48,,"1409, 312"
70,探秘寻宝-杜加河谷49,,Treasure Hunt - Sundale Valley 49,need correct mark position,"1297, 371"
71,探秘寻宝-杜加河谷50,,Treasure Hunt - Sundale Valley 50,,"1297, 434"
72,探秘寻宝-杜加河谷51,,Treasure Hunt - Sundale Valley 51,,"1472, 393"
73,探秘寻宝-杜加河谷52,,Treasure Hunt - Sundale Valley 52,,"1453, 445"
74,探秘寻宝-杜加河谷53,,Treasure Hunt - Sundale Valley 53,,"1563, 424"
75,探秘寻宝-杜加河谷54,,Treasure Hunt - Sundale Valley 54,,"1589, 434"
76,探秘寻宝-杜加河谷55,,Treasure Hunt - Sundale Valley 55,,"1639, 424"
77,探秘寻宝-杜加河谷56,,Treasure Hunt - Sundale Valley 56,,"1547, 542"
78,探秘寻宝-杜加河谷57,,Treasure Hunt - Sundale Valley 57,,"1383, 505"
79,探秘寻宝-杜加河谷58,,Treasure Hunt - Sundale Valley 58,,"1416, 530"
80,探秘寻宝-杜加河谷59,,Treasure Hunt - Sundale Valley 59,,"1599, 665"
81,探秘寻宝-杜加河谷60,,Treasure Hunt - Sundale Valley 60,,"1468, 675"
82,探秘寻宝-杜加河谷61,,Treasure Hunt - Sundale Valley 61,,"1355, 669"
83,探秘寻宝-杜加河谷62,,Treasure Hunt - Sundale Valley 62,,"1276, 483"
84,探秘寻宝-杜加河谷63,,Treasure Hunt - Sundale Valley 63,,"1258, 563"
85,探秘寻宝-杜加河谷64,,Treasure Hunt - Sundale Valley 64,,"1177, 507"
86,探秘寻宝-杜加河谷65,,Treasure Hunt - Sundale Valley 65,,"1137, 512"
87,探秘寻宝-杜加河谷66,,Treasure Hunt - Sundale Valley 66,,"1176, 409"
88,探秘寻宝-杜加河谷67,,Treasure Hunt - Sundale Valley 67,,"1105, 413"
89,探秘寻宝-杜加河谷68,,Treasure Hunt - Sundale Valley 68,,"1102, 478"
90,探秘寻宝-杜加河谷69,,Treasure Hunt - Sundale Valley 69,,"1146, 564"
91,探秘寻宝-杜加河谷70,,Treasure Hunt - Sundale Valley 70,,"1172, 560"
92,探秘寻宝-杜加河谷71,,Treasure Hunt - Sundale Valley 71,,"1173, 649"
93,探秘寻宝-杜加河谷72,,Treasure Hunt - Sundale Valley 72,,"1067, 786"
94,探秘寻宝-杜加河谷73,,Treasure Hunt - Sundale Valley 73,,"947, 818"
95,探秘寻宝-杜加河谷74,,Treasure Hunt - Sundale Valley 74,,"925, 688"
96,探秘寻宝-杜加河谷75,,Treasure Hunt - Sundale Valley 75,,"981, 608"
97,探秘寻宝-杜加河谷76,,Treasure Hunt - Sundale Valley 76,,"993, 554"
98,探秘寻宝-杜加河谷77,,Treasure Hunt - Sundale Valley 77,,"988, 489"
99,探秘寻宝-杜加河谷78,,Treasure Hunt - Sundale Valley 78,,"987, 378"
100,探秘寻宝-杜加河谷79,,Treasure Hunt - Sundale Valley 79,,"920, 553"
101,探秘寻宝-杜加河谷80,,Treasure Hunt - Sundale Valley 80,,"863, 343"
102,探秘寻宝-杜加河谷81,,Treasure Hunt - Sundale Valley 81,,"858, 411"
103,探秘寻宝-杜加河谷82,,Treasure Hunt - Sundale Valley 82,,"805, 320"
104,探秘寻宝-杜加河谷83,,Treasure Hunt - Sundale Valley 83,,"796, 392"
105,探秘寻宝-杜加河谷84,,Treasure Hunt - Sundale Valley 84,,"805, 428"
106,探秘寻宝-杜加河谷85,,Treasure Hunt - Sundale Valley 85,,"805, 470"
107,探秘寻宝-杜加河谷86,,Treasure Hunt - Sundale Valley 86,,"728, 403"
108,探秘寻宝-杜加河谷87,,Treasure Hunt - Sundale Valley 87,,"708, 462"
109,探秘寻宝-杜加河谷88,,Treasure Hunt - Sundale Valley 88,,"670, 531"
110,探秘寻宝-杜加河谷89,,Treasure Hunt - Sundale Valley 89,,"665, 687"
111,探秘寻宝-杜加河谷90,,Treasure Hunt - Sundale Valley 90,,"463, 432"
112,探秘寻宝-杜加河谷91,,Treasure Hunt - Sundale Valley 91,,"517, 556"
113,探秘寻宝-杜加河谷92,,Treasure Hunt - Sundale Valley 92,,"150, 452"
114,探秘寻宝-杜加河谷93,,Treasure Hunt - Sundale Valley 93,,"216, 479"
115,探秘寻宝-杜加河谷94,,Treasure Hunt - Sundale Valley 94,,"388, 588"
116,探秘寻宝-杜加河谷95,,Treasure Hunt - Sundale Valley 95,,"467, 667"
117,探秘寻宝-杜加河谷96,,Treasure Hunt - Sundale Valley 96,,"489, 723"
118,探秘寻宝-杜加河谷97,,Treasure Hunt - Sundale Valley 97,,"543, 856"
119,探秘寻宝-杜加河谷98,,Treasure Hunt - Sundale Valley 98,,"494, 814"
120,探秘寻宝-杜加河谷99,,Treasure Hunt - Sundale Valley 99,,"481, 864"
121,探秘寻宝-杜加河谷100,,Treasure Hunt - Sundale Valley 100,,"213, 781"
122,探秘寻宝-杜加河谷101,,Treasure Hunt - Sundale Valley 101,,"249, 850"
123,探秘寻宝-杜加河谷102,,Treasure Hunt - Sundale Valley 102,,"337, 847"
124,探秘寻宝-杜加河谷103,,Treasure Hunt - Sundale Valley 103,,"369, 823"
125,探秘寻宝-杜加河谷104,,Treasure Hunt - Sundale Valley 104,,"395, 918"
126,探秘寻宝-杜加河谷105,,Treasure Hunt - Sundale Valley 105,,"247, 925"
127,探秘寻宝-杜加河谷106,,Treasure Hunt - Sundale Valley 106,,"194, 929"
128,探秘寻宝-杜加河谷108,,Treasure Hunt - Sundale Valley 107,,"423, 991"
129,探秘寻宝-杜加河谷107,,Treasure Hunt - Sundale Valley 108,,"397, 985"
130,探秘寻宝-杜加河谷109,,Treasure Hunt - Sundale Valley 109,,"404, 1011"
131,探秘寻宝-杜加河谷110,,Treasure Hunt - Sundale Valley 110,,"477, 1021"
132,探秘寻宝-杜加河谷111,,Treasure Hunt - Sundale Valley 111,,"457, 1065"
133,探秘寻宝-杜加河谷112,,Treasure Hunt - Sundale Valley 112,,"349, 1031"
134,探秘寻宝-杜加河谷113,,Treasure Hunt - Sundale Valley 113,,"354, 1061"
135,探秘寻宝-杜加河谷114,,Treasure Hunt - Sundale Valley 114,,"394, 1070"
136,探秘寻宝-杜加河谷115,,Treasure Hunt - Sundale Valley 115,,"385, 1091"
137,探秘寻宝-杜加河谷116,,Treasure Hunt - Sundale Valley 116,,"229, 1070"
138,探秘寻宝-杜加河谷117,,Treasure Hunt - Sundale Valley 117,,"330, 1137"
139,探秘寻宝-杜加河谷118,,Treasure Hunt - Sundale Valley 118,,"161, 1141"
140,探秘寻宝-杜加河谷119,,Treasure Hunt - Sundale Valley 119,,"221, 1207"
141,探秘寻宝-杜加河谷120,,Treasure Hunt - Sundale Valley 120,,"108, 1324"
142,探秘寻宝-杜加河谷121,,Treasure Hunt - Sundale Valley 121,,"234, 1342"
143,探秘寻宝-杜加河谷122,,Treasure Hunt - Sundale Valley 122,need to correct mark positioning ,"322, 1355"
144,探秘寻宝-杜加河谷123,,Treasure Hunt - Sundale Valley 123,,"379, 1256"
145,探秘寻宝-杜加河谷124,,Treasure Hunt - Sundale Valley 124,,"335, 1257"
146,探秘寻宝-杜加河谷125,,Treasure Hunt - Sundale Valley 125,,"344, 1304"
147,探秘寻宝-杜加河谷126,,Treasure Hunt - Sundale Valley 126,,"478, 1257"
148,探秘寻宝-杜加河谷127,,Treasure Hunt - Sundale Valley 127,,"524, 1294"
149,探秘寻宝-杜加河谷128,,Treasure Hunt - Sundale Valley 128,,"208, 1404"
150,探秘寻宝-杜加河谷129,,Treasure Hunt - Sundale Valley 129,,"144, 1551"
151,探秘寻宝-杜加河谷130,,Treasure Hunt - Sundale Valley 130,,"172, 1543"
152,探秘寻宝-杜加河谷131,,Treasure Hunt - Sundale Valley 131,,"292, 1586"
153,探秘寻宝-杜加河谷132,,Treasure Hunt - Sundale Valley 132,,"348, 1637"
154,探秘寻宝-杜加河谷133,,Treasure Hunt - Sundale Valley 133,,"337, 1661"
155,探秘寻宝-杜加河谷134,,Treasure Hunt - Sundale Valley 134,,"327, 1674"
156,探秘寻宝-杜加河谷135,,Treasure Hunt - Sundale Valley 135,,"432, 1614"
157,探秘寻宝-杜加河谷136,,Treasure Hunt - Sundale Valley 136,,"456, 1644"
158,探秘寻宝-杜加河谷137,,Treasure Hunt - Sundale Valley 137,,"526, 1709"
159,探秘寻宝-杜加河谷138,,Treasure Hunt - Sundale Valley 138,Alien Frontier Underground ,"521, 1417"
160,探秘寻宝-杜加河谷139,,Treasure Hunt - Sundale Valley 139,Need to Correct Mark Positioning ,"597, 1653"
161,探秘寻宝-杜加河谷140,,Treasure Hunt - Sundale Valley 140,,"645, 1634"
162,探秘寻宝-杜加河谷141,,Treasure Hunt - Sundale Valley 141,,"660, 1701"
163,探秘寻宝-杜加河谷142,,Treasure Hunt - Sundale Valley 142,,"673, 1713"
164,探秘寻宝-杜加河谷143,,Treasure Hunt - Sundale Valley 143,,"758, 1918"
165,探秘寻宝-杜加河谷144,,Treasure Hunt - Sundale Valley 144,on the roof,"779, 1949"
166,探秘寻宝-杜加河谷145,,Treasure Hunt - Sundale Valley 145,,"1764, 1990"
167,探秘寻宝-杜加河谷146,,Treasure Hunt - Sundale Valley 146,,"844, 1865"
168,探秘寻宝-杜加河谷147,,Treasure Hunt - Sundale Valley 147,,"939, 1778"
169,探秘寻宝-杜加河谷148,,Treasure Hunt - Sundale Valley 148,,"862, 1742"
170,探秘寻宝-杜加河谷149,,Treasure Hunt - Sundale Valley 149,,"1017, 1605"
171,探秘寻宝-杜加河谷150,,Treasure Hunt - Sundale Valley 150,,"608, 792"
172,探秘寻宝-杜加河谷151,,Treasure Hunt - Sundale Valley 151,,"649, 836"
173,探秘寻宝-杜加河谷152,,Treasure Hunt - Sundale Valley 152,,"595, 890"
174,探秘寻宝-杜加河谷153,,Treasure Hunt - Sundale Valley 153,,"667, 945"
175,探秘寻宝-杜加河谷154,,Treasure Hunt - Sundale Valley 154,,"660, 956"
176,探秘寻宝-杜加河谷155,,Treasure Hunt - Sundale Valley 155,,"579, 986"
177,探秘寻宝-杜加河谷156,,Treasure Hunt - Sundale Valley 156,,"612, 994"
178,探秘寻宝-杜加河谷157,,Treasure Hunt - Sundale Valley 157,,"618, 1050"
179,探秘寻宝-杜加河谷158,,Treasure Hunt - Sundale Valley 158,,"703, 982"
180,探秘寻宝-杜加河谷159,,Treasure Hunt - Sundale Valley 159,,"748, 1091"
181,探秘寻宝-杜加河谷160,,Treasure Hunt - Sundale Valley 160,,"824, 1044"
182,探秘寻宝-杜加河谷161,,Treasure Hunt - Sundale Valley 161,"open the box, one by one","823, 1005"
183,探秘寻宝-杜加河谷162,,Treasure Hunt - Sundale Valley 162,,"911, 1131"
184,探秘寻宝-杜加河谷163,,Treasure Hunt - Sundale Valley 163,,"777, 831"
185,探秘寻宝-杜加河谷164,,Treasure Hunt - Sundale Valley 164,,"1260, 842"
186,探秘寻宝-杜加河谷165,,Treasure Hunt - Sundale Valley 165,,"1293, 919"
187,探秘寻宝-杜加河谷166,,Treasure Hunt - Sundale Valley 166,,"1232, 948"
188,探秘寻宝-杜加河谷167,,Treasure Hunt - Sundale Valley 167,,"1419, 845"
189,探秘寻宝-杜加河谷168,,Treasure Hunt - Sundale Valley 168,,"1483, 861"
190,探秘寻宝-杜加河谷169,,Treasure Hunt - Sundale Valley 169,,"1593, 822"
191,探秘寻宝-杜加河谷170,,Treasure Hunt - Sundale Valley 170,get up here using Box,"1600, 888"
192,探秘寻宝-杜加河谷171,,Treasure Hunt - Sundale Valley 171,the carriage,"1605, 893"
193,探秘寻宝-杜加河谷172,,Treasure Hunt - Sundale Valley 172,,"1755, 802"
194,探秘寻宝-杜加河谷173,,Treasure Hunt - Sundale Valley 173,,"1787, 839"
195,探秘寻宝-杜加河谷174,,Treasure Hunt - Sundale Valley 174,,"1914, 1022"
196,探秘寻宝-杜加河谷175,,Treasure Hunt - Sundale Valley 175,Destroy the stone,"1424, 995"
197,探秘寻宝-杜加河谷176,,Treasure Hunt - Sundale Valley 176,,"1398, 1005"
198,探秘寻宝-杜加河谷177,,Treasure Hunt - Sundale Valley 177,Tunnel,"1379, 1019"
199,探秘寻宝-杜加河谷178,,Treasure Hunt - Sundale Valley 178,on the plane,"1421, 1035"
200,探秘寻宝-杜加河谷179,,Treasure Hunt - Sundale Valley 179,,"1415, 1048"
201,探秘寻宝-杜加河谷180,,Treasure Hunt - Sundale Valley 180,,"1778, 1240"
202,探秘寻宝-杜加河谷181,,Treasure Hunt - Sundale Valley 181,,"1600, 1326"
203,探秘寻宝-杜加河谷182,,Treasure Hunt - Sundale Valley 182,,"1687, 1408"
204,探秘寻宝-杜加河谷183,,Treasure Hunt - Sundale Valley 183,,"1781, 1635"
205,探秘寻宝-杜加河谷184,,Treasure Hunt - Sundale Valley 184,,"1747, 1713"
206,探秘寻宝-杜加河谷185,,Treasure Hunt - Sundale Valley 185,,"1672, 1651"
207,探秘寻宝-杜加河谷186,,Treasure Hunt - Sundale Valley 186,,"1403, 1511"
208,探秘寻宝-杜加河谷187,,Treasure Hunt - Sundale Valley 187,,"1400, 1563"
209,探秘寻宝-杜加河谷188,,Treasure Hunt - Sundale Valley 188,,"1292, 1692"
210,探秘寻宝-杜加河谷189,,Treasure Hunt - Sundale Valley 189,,"1248, 1509"
211,探秘寻宝-杜加河谷190,,Treasure Hunt - Sundale Valley 190,,"1160, 1668"
212,探秘寻宝-杜加河谷191,,Treasure Hunt - Sundale Valley 191,,"1061, 1522"
213,探秘寻宝-杜加河谷192,,Treasure Hunt - Sundale Valley 192,,"1016, 1493"
214,探秘寻宝-杜加河谷193,,Treasure Hunt - Sundale Valley 193,,"968, 1482"
215,探秘寻宝-杜加河谷194,,Treasure Hunt - Sundale Valley 194,,"876, 1433"
216,探秘寻宝-杜加河谷195,,Treasure Hunt - Sundale Valley 195,,"1220, 1156"
217,探秘寻宝-杜加河谷196,,Treasure Hunt - Sundale Valley 196,,"1161, 1250"
218,探秘寻宝-杜加河谷197,,Treasure Hunt - Sundale Valley 197,,"1098, 1205"
219,探秘寻宝-杜加河谷198,,Treasure Hunt - Sundale Valley 198,,"1100, 1221"
220,探秘寻宝-杜加河谷199,,Treasure Hunt - Sundale Valley 199,,"1062, 1343"
221,探秘寻宝-杜加河谷200,,Treasure Hunt - Sundale Valley 200,,"1012, 1341"
222,探秘寻宝-杜加河谷201,,Treasure Hunt - Sundale Valley 201,,"768, 1372"
223,探秘寻宝-杜加河谷202,,Treasure Hunt - Sundale Valley 202,,
353,探秘寻宝--黑教堂1,,Treasure Hunt - Edengate 1,,"196, 2010"
354,探秘寻宝--黑教堂2,,Treasure Hunt - Edengate 2,,"147, 1947"
355,探秘寻宝--黑教堂3,,Treasure Hunt - Edengate 3,,"185, 1900"
356,探秘寻宝--黑教堂4,,Treasure Hunt - Edengate 4,,"325, 2017"
357,探秘寻宝-尖叫戈壁1,,Treasure Hunt - Howling Gobi 1,,
358,探秘寻宝--黑教堂5,,Treasure Hunt - Edengate 5,,"407, 1955"
359,探秘寻宝--黑教堂6,,Treasure Hunt - Edengate 6,,"422, 1920"
360,探秘寻宝7,,Treasure Hunt - Edengate 8,,"338, 1923"
361,探秘寻宝--黑教堂7,,Treasure Hunt - Edengate 9,,"228, 1923"
362,探秘寻宝--黑教堂8,,Treasure Hunt - Edengate 10,missing mark,
363,探秘寻宝-尖叫戈壁2,,Treasure Hunt - Howling Gobi 2,,
364,探秘寻宝-尖叫戈壁3,,Treasure Hunt - Howling Gobi 3,,
365,探秘寻宝--黑教堂9,,Treasure Hunt - Edengate 11,On the Rock ,"332, 1840"
366,探秘寻宝--黑教堂10,,Treasure Hunt - Edengate 12,inside cargo,"366, 1810"
367,探秘寻宝--黑教堂11,,Treasure Hunt - Edengate 13,,"348, 1742"
368,探秘寻宝--黑教堂12,,Treasure Hunt - Edengate 14,,"372, 1660"
369,探秘寻宝-尖叫戈壁4,,Treasure Hunt - Howling Gobi 4,,
370,探秘寻宝-尖叫戈壁5,,Treasure Hunt - Howling Gobi 5,,
371,探秘寻宝-检测站1,,Treasure Hunt - Edengate 15,on the tend roof,"471, 1634"
372,探秘寻宝-尖叫戈壁6,,Treasure Hunt - Howling Gobi 6,,
373,探秘寻宝-尖叫戈壁7,,Treasure Hunt - Howling Gobi 7,,
374,探秘寻宝-检测站2,,Treasure Hunt - Edengate 16,,"500, 1683"
375,探秘寻宝-尖叫戈壁8,,Treasure Hunt - Howling Gobi 8,,
376,探秘寻宝--黑教堂16,,Treasure Hunt - Edengate 17,,"479, 1745"
377,探秘寻宝-尖叫戈壁9,,Treasure Hunt - Howling Gobi 9,,
378,探秘寻宝--黑教堂17,,Treasure Hunt - Edengate 16,,"557, 1873"
379,探秘寻宝-尖叫戈壁10,,Treasure Hunt - Howling Gobi 10,,
380,探秘寻宝--黑教堂19,,Treasure Hunt - Edengate 17,,"599, 1752"
381,探秘寻宝-教堂22,,Treasure Hunt - Edengate 18,,"649, 1923"
386,探秘寻宝--黑教堂30,,Treasure Hunt - Edengate 19,,"564, 1609"
387,探秘寻宝--黑教堂31,,Treasure Hunt - Edengate 20,,"590, 1597"
389,探秘寻宝--黑教堂32,,Treasure Hunt - Edengate 21,,"620, 1603"
393,探秘寻宝--黑教堂33,,Treasure Hunt - Edengate 22,,"724, 1601"
394,探秘寻宝--黑教堂34,,Treasure Hunt - Edengate 23,,"869, 1641"
395,探秘寻宝--黑教堂35,,Treasure Hunt - Edengate 24,,"852, 1672"
396,探秘寻宝--黑教堂36,,Treasure Hunt - Edengate 25,,"815, 1690"
397,探秘寻宝--黑教堂37,,Treasure Hunt - Edengate 26,,"824, 1732"
402,探秘寻宝-尖叫戈壁11,,Treasure Hunt - Howling Gobi 11,,
404,探秘寻宝-尖叫戈壁12,,Treasure Hunt - Howling Gobi 12,,
