ID,Name,,name_in,description,Coordinates
406,探秘寻宝-尖叫戈壁13,,Treasure Hunt - Howling Gobi 13,,
407,探秘寻宝-尖叫戈壁14,,Treasure Hunt - Howling Gobi 14,,
410,探秘寻宝--黑教堂38,,Treasure Hunt - Edengate 27,,"847, 1818"
411,探秘寻宝--黑教堂39,,Treasure Hunt - Edengate 28,,"792, 1824"
412,探秘寻宝--黑教堂40,,Treasure Hunt - Edengate 29,,"715, 1827"
417,探秘寻宝-尖叫戈壁15,,Treasure Hunt - Howling Gobi 15,,
418,探秘寻宝-尖叫戈壁16,,Treasure Hunt - Howling Gobi 16,,
420,探秘寻宝-尖叫戈壁17,,Treasure Hunt - Howling Gobi 17,,
424,探秘寻宝--黑教堂41,,Treasure Hunt - Edengate 30,,"695, 1860"
425,探秘寻宝-尖叫戈壁18,,Treasure Hunt - Howling Gobi 18,,
426,探秘寻宝-尖叫戈壁19,,Treasure Hunt - Howling Gobi 19,,
427,探秘寻宝--黑教堂42,,Treasure Hunt - Edengate 31,,"716, 1929"
428,探秘寻宝-尖叫戈壁20,,Treasure Hunt - Howling Gobi 20,,
430,探秘寻宝--通讯塔44,,Treasure Hunt - Edengate 32,,"866, 1906"
431,探秘寻宝--通讯塔45,,Treasure Hunt - Edengate 33,,"846, 2014"
432,探秘寻宝-尖叫戈壁21,,Treasure Hunt - Howling Gobi 21,,
433,探秘寻宝--通讯塔46,,Treasure Hunt - Edengate 34,under the stairs,"803, 2030"
434,探秘寻宝-尖叫戈壁22,,Treasure Hunt - Howling Gobi 22,,
435,探秘寻宝--通讯塔49,,Treasure Hunt - Edengate 35,outside the wall,"908, 2023"
439,探秘寻宝--通讯塔52,,Treasure Hunt - Edengate 36,under broken bridge,"972, 1931"
441,探秘寻宝--通讯塔53,,Treasure Hunt - Edengate 37,,"961, 1877"
442,探秘寻宝--通讯塔55,,Treasure Hunt - Edengate 38,,"935, 1806"
443,探秘寻宝--通讯塔60,,Treasure Hunt - Edengate 39,,"929, 1739"
444,探秘寻宝--通讯塔61,,Treasure Hunt - Edengate 40,,"1002, 1719"
445,探秘寻宝--通讯塔62,,Treasure Hunt - Edengate 41,,"1068, 1754"
446,探秘寻宝--地铁站,,Treasure Hunt - Edengate 42,,"1054, 1945"
447,探秘寻宝--地铁站2,,Treasure Hunt - Edengate 43,,"1056, 1900"
448,探秘寻宝--地铁站3,,Treasure Hunt - Edengate 44,,"1215, 1981"
449,探秘寻宝--地铁站4,,Treasure Hunt - Edengate 45,,"1267, 1991"
450,探秘寻宝--地铁站5,,Treasure Hunt - Edengate 46,,"1268, 1898"
451,探秘寻宝--地铁站6,,Treasure Hunt - Edengate 47,,"1203, 1686"
452,探秘寻宝--地铁站7,,Treasure Hunt - Edengate 48,,"1245, 1652"
453,探秘寻宝--地铁站11,,Treasure Hunt - Edengate 49,,"1389, 1912"
454,探秘寻宝--地铁站12,,Treasure Hunt - Edengate 50,,"1436, 1908"
455,探秘寻宝--地铁站13,,Treasure Hunt - Edengate 51,,"1429, 1846"
456,探秘寻宝--地铁站14,,Treasure Hunt - Edengate 52,,"1410, 1805"
457,探秘寻宝--地铁站15,,Treasure Hunt - Edengate 53,,"1474, 1762"
458,探秘寻宝--地铁站16,,Treasure Hunt - Edengate 54,,"1666, 1920"
459,探秘寻宝--地铁站17,,Treasure Hunt - Edengate 55,,"1648, 1855"
460,探秘寻宝--地铁站18,,Treasure Hunt - Edengate 56,,"1745, 1800"
461,探秘寻宝--地铁站19,,Treasure Hunt - Edengate 57,,"1617, 1725"
462,探秘寻宝--地铁站20,,Treasure Hunt - Edengate 58,,"1596, 1692"
463,探秘寻宝--地铁站22,,Treasure Hunt - Edengate 59,,"1529, 1609"
464,探秘寻宝--地铁站25,,Treasure Hunt - Edengate 60,,"1619, 1537"
465,探秘寻宝--地铁站23,,Treasure Hunt - Edengate 61,,"1686, 1483"
466,探秘寻宝--地铁站26,,Treasure Hunt - Edengate 62,on bridge tower,"1745, 1677"
467,探秘寻宝--地铁站30,,Treasure Hunt - Edengate 63,,"1720, 1412"
468,探秘寻宝--地铁站31,,Treasure Hunt - Edengate 64,,"1889, 1536"
469,探秘寻宝--地铁站40,,Treasure Hunt - Edengate 65,,"457, 1483"
470,探秘寻宝--地铁站42,,Treasure Hunt - Edengate 66,,
471,探秘寻宝--地铁站43,,Treasure Hunt - Edengate 67,,"731, 1490"
472,探秘寻宝--地铁站44,,Treasure Hunt - Edengate 68,,"843, 1472"
473,探秘寻宝--地铁站45,,Treasure Hunt - Edengate 69,,"973, 1473"
474,探秘寻宝--地铁站47,,Treasure Hunt - Edengate 70,,"931, 1426"
475,探秘寻宝--地铁站46,,Treasure Hunt - Edengate 71,,"1061, 1556"
476,探秘寻宝--地铁站48,,Treasure Hunt - Edengate 72,,"1066, 1513"
477,探秘寻宝--地铁站49,,Treasure Hunt - Edengate 73,,"1122, 1443"
478,探秘寻宝--地铁站60,,Treasure Hunt - Edengate 74,,"1157, 1415"
479,探秘寻宝--地铁站50,,Treasure Hunt - Edengate 75,,"1191, 1413"
480,探秘寻宝-尖叫戈壁23,,Treasure Hunt - Howling Gobi 23,,
481,探秘寻宝-尖叫戈壁24,,Treasure Hunt - Howling Gobi 24,,
482,探秘寻宝-尖叫戈壁25,,Treasure Hunt - Howling Gobi 25,,
483,探秘寻宝-尖叫戈壁26,,Treasure Hunt - Howling Gobi 26,,
484,探秘寻宝-尖叫戈壁27,,Treasure Hunt - Howling Gobi 27,,
485,探秘寻宝-尖叫戈壁28,,Treasure Hunt - Howling Gobi 28,,
486,探秘寻宝-尖叫戈壁29,,Treasure Hunt - Howling Gobi 29,,
487,探秘寻宝-尖叫戈壁30,,Treasure Hunt - Howling Gobi 30,,
488,探秘寻宝-尖叫戈壁31,,Treasure Hunt - Howling Gobi 31,,
489,探秘寻宝--地铁站51,,Treasure Hunt - Edengate 76,,"1358, 1559"
490,探秘寻宝-尖叫戈壁32,,Treasure Hunt - Howling Gobi 32,,
491,探秘寻宝--地铁站52,,Treasure Hunt - Edengate 77,,"1377, 1483"
492,探秘寻宝-尖叫戈壁33,,Treasure Hunt - Howling Gobi 33,,
493,探秘寻宝34,,Treasure Hunt - Howling Gobi 34,,
494,探秘寻宝-尖叫戈壁35,,Treasure Hunt - Howling Gobi 35,,
495,探秘寻宝--地铁站53,,Treasure Hunt - Edengate 78,,"1438, 1513"
496,探秘寻宝-尖叫戈壁36,,Treasure Hunt - Howling Gobi 36,,
497,探秘寻宝--二号1,,Treasure Hunt - Edengate 79,,"1679, 1278"
498,探秘寻宝-尖叫戈壁37,,Treasure Hunt - Howling Gobi 37,,
499,探秘寻宝-尖叫戈壁38,,Treasure Hunt - Howling Gobi 38,,
501,探秘寻宝-尖叫戈壁39,,Treasure Hunt - Howling Gobi 39,,
502,探秘寻宝--二号3,,Treasure Hunt - Edengate 40,,"1655, 1220"
503,探秘寻宝-尖叫戈壁40,,Treasure Hunt - Howling Gobi 40,,
504,探秘寻宝-尖叫戈壁41,,Treasure Hunt - Howling Gobi 41,,
505,探秘寻宝-尖叫戈壁42,,Treasure Hunt - Howling Gobi 42,,
506,探秘寻宝-尖叫戈壁43,,Treasure Hunt - Howling Gobi 43,,
507,探秘寻宝-尖叫戈壁44,,Treasure Hunt - Howling Gobi 44,,
508,探秘寻宝-尖叫戈壁45,,Treasure Hunt - Howling Gobi 45,,
509,探秘寻宝-尖叫戈壁46,,Treasure Hunt - Howling Gobi 46,,
510,探秘寻宝-尖叫戈壁47,,Treasure Hunt - Howling Gobi 47,,
511,探秘寻宝-尖叫戈壁48,,Treasure Hunt - Howling Gobi 48,,
512,探秘寻宝-尖叫戈壁49,,Treasure Hunt - Howling Gobi 49,,
513,探秘寻宝-尖叫戈壁50,,Treasure Hunt - Howling Gobi 50,,
514,探秘寻宝-尖叫戈壁51,,Treasure Hunt - Howling Gobi 51,,
515,探秘寻宝-尖叫戈壁52,,Treasure Hunt - Howling Gobi 52,,
516,探秘寻宝-尖叫戈壁53,,Treasure Hunt - Howling Gobi 53,,
517,探秘寻宝-尖叫戈壁54,,Treasure Hunt - Howling Gobi 54,,
518,探秘寻宝-尖叫戈壁55,,Treasure Hunt - Howling Gobi 55,,
519,探秘寻宝-尖叫戈壁56,,Treasure Hunt - Howling Gobi 56,,
520,探秘寻宝-尖叫戈壁57,,Treasure Hunt - Howling Gobi 57,,
521,探秘寻宝-尖叫戈壁58,,Treasure Hunt - Howling Gobi 58,,
522,探秘寻宝-尖叫戈壁59,,Treasure Hunt - Howling Gobi 59,,
523,探秘寻宝-尖叫戈壁60,,Treasure Hunt - Howling Gobi 60,,
524,探秘寻宝-尖叫戈壁61,,Treasure Hunt - Howling Gobi 61,,
525,探秘寻宝-尖叫戈壁62,,Treasure Hunt - Howling Gobi 62,,
526,探秘寻宝-尖叫戈壁63,,Treasure Hunt - Howling Gobi 63,,
527,探秘寻宝-尖叫戈壁64,,Treasure Hunt - Howling Gobi 64,,
528,探秘寻宝-尖叫戈壁65,,Treasure Hunt - Howling Gobi 65,,
529,探秘寻宝-尖叫戈壁66,,Treasure Hunt - Howling Gobi 66,,
530,探秘寻宝-尖叫戈壁67,,Treasure Hunt - Howling Gobi 67,,
531,探秘寻宝-尖叫戈壁68,,Treasure Hunt - Howling Gobi 68,,
532,探秘寻宝-尖叫戈壁69,,Treasure Hunt - Howling Gobi 69,,
533,探秘寻宝-尖叫戈壁70,,Treasure Hunt - Howling Gobi 70,,
534,探秘寻宝-尖叫戈壁71,,Treasure Hunt - Howling Gobi 71,,
535,探秘寻宝-尖叫戈壁72,,Treasure Hunt - Howling Gobi 72,,
536,探秘寻宝-尖叫戈壁73,,Treasure Hunt - Howling Gobi 73,,
537,探秘寻宝-尖叫戈壁74,,Treasure Hunt - Howling Gobi 74,,
538,探秘寻宝-尖叫戈壁75,,Treasure Hunt - Howling Gobi 75,,
539,探秘寻宝-尖叫戈壁76,,Treasure Hunt - Howling Gobi 76,,
540,探秘寻宝-尖叫戈壁77,,Treasure Hunt - Howling Gobi 77,,
541,探秘寻宝-尖叫戈壁78,,Treasure Hunt - Howling Gobi 78,,
542,探秘寻宝-尖叫戈壁79,,Treasure Hunt - Howling Gobi 79,,
543,探秘寻宝-尖叫戈壁80,,Treasure Hunt - Howling Gobi 80,,
544,探秘寻宝-尖叫戈壁81,,Treasure Hunt - Howling Gobi 81,,
545,探秘寻宝-尖叫戈壁82,,Treasure Hunt - Howling Gobi 82,,
546,探秘寻宝-尖叫戈壁83,,Treasure Hunt - Howling Gobi 83,,
547,探秘寻宝-尖叫戈壁84,,Treasure Hunt - Howling Gobi 84,,
548,探秘寻宝-尖叫戈壁85,,Treasure Hunt - Howling Gobi 85,,
549,探秘寻宝-尖叫戈壁86,,Treasure Hunt - Howling Gobi 86,,
550,探秘寻宝-尖叫戈壁87,,Treasure Hunt - Howling Gobi 87,,
551,探秘寻宝-尖叫戈壁88,,Treasure Hunt - Howling Gobi 88,,
552,探秘寻宝-尖叫戈壁89,,Treasure Hunt - Howling Gobi 89,,
553,探秘寻宝-尖叫戈壁90,,Treasure Hunt - Howling Gobi 90,,
554,探秘寻宝-尖叫戈壁91,,Treasure Hunt - Howling Gobi 91,,
555,探秘寻宝-尖叫戈壁92,,Treasure Hunt - Howling Gobi 92,,
556,探秘寻宝-尖叫戈壁93,,Treasure Hunt - Howling Gobi 93,,
557,探秘寻宝-尖叫戈壁94,,Treasure Hunt - Howling Gobi 94,,
558,探秘寻宝-尖叫戈壁95,,Treasure Hunt - Howling Gobi 95,,
559,探秘寻宝-尖叫戈壁96,,Treasure Hunt - Howling Gobi 96,,
560,探秘寻宝-尖叫戈壁97,,Treasure Hunt - Howling Gobi 97,,
561,探秘寻宝-尖叫戈壁98,,Treasure Hunt - Howling Gobi 98,,
562,探秘寻宝-尖叫戈壁99,,Treasure Hunt - Howling Gobi 99,,
563,探秘寻宝-尖叫戈壁100,,Treasure Hunt - Howling Gobi 100,,
564,探秘寻宝-尖叫戈壁101,,Treasure Hunt - Howling Gobi 101,,
565,探秘寻宝-尖叫戈壁102,,Treasure Hunt - Howling Gobi 102,,
566,探秘寻宝-尖叫戈壁103,,Treasure Hunt - Howling Gobi 103,,
567,探秘寻宝-尖叫戈壁104,,Treasure Hunt - Howling Gobi 104,,
568,探秘寻宝-尖叫戈壁105,,Treasure Hunt - Howling Gobi 105,,
569,探秘寻宝-尖叫戈壁106,,Treasure Hunt - Howling Gobi 106,,
570,探秘寻宝-尖叫戈壁107,,Treasure Hunt - Howling Gobi 107,,
571,探秘寻宝-尖叫戈壁108,,Treasure Hunt - Howling Gobi 108,,
572,探秘寻宝-尖叫戈壁109,,Treasure Hunt - Howling Gobi 109,,
573,探秘寻宝-尖叫戈壁110,,Treasure Hunt - Howling Gobi 110,,
574,探秘寻宝-尖叫戈壁111,,Treasure Hunt - Howling Gobi 111,,
575,探秘寻宝-尖叫戈壁112,,Treasure Hunt - Howling Gobi 112,,
576,探秘寻宝-尖叫戈壁113,,Treasure Hunt - Howling Gobi 113,,
577,探秘寻宝-尖叫戈壁114,,Treasure Hunt - Howling Gobi 114,,
578,探秘寻宝-尖叫戈壁115,,Treasure Hunt - Howling Gobi 115,,
579,探秘寻宝-尖叫戈壁116,,Treasure Hunt - Howling Gobi 116,,
580,探秘寻宝-尖叫戈壁117,,Treasure Hunt - Howling Gobi 117,,
581,探秘寻宝-尖叫戈壁118,,Treasure Hunt - Howling Gobi 118,,
582,探秘寻宝-尖叫戈壁119,,Treasure Hunt - Howling Gobi 119,,
583,探秘寻宝-尖叫戈壁120,,Treasure Hunt - Howling Gobi 120,,
584,探秘寻宝-尖叫戈壁121,,Treasure Hunt - Howling Gobi 121,,
585,探秘寻宝-尖叫戈壁122,,Treasure Hunt - Howling Gobi 122,,
587,探秘寻宝-尖叫戈壁123,,Treasure Hunt - Howling Gobi 123,,
588,探秘寻宝-尖叫戈壁124,,Treasure Hunt - Howling Gobi 124,,
590,探秘寻宝-尖叫戈壁125,,Treasure Hunt - Howling Gobi 125,,
592,探秘寻宝-尖叫戈壁126,,Treasure Hunt - Howling Gobi 126,,
593,探秘寻宝-尖叫戈壁127,,Treasure Hunt - Howling Gobi 127,,
596,探秘寻宝-尖叫戈壁128,,Treasure Hunt - Howling Gobi 128,,
598,探秘寻宝-尖叫戈壁129,,Treasure Hunt - Howling Gobi 129,,
599,探秘寻宝-尖叫戈壁130,,Treasure Hunt - Howling Gobi 130,,
601,探秘寻宝-尖叫戈壁131,,Treasure Hunt - Howling Gobi 131,,
602,探秘寻宝-尖叫戈壁133,,Treasure Hunt - Howling Gobi 132,,
603,探秘寻宝-尖叫戈壁132,,Treasure Hunt - Howling Gobi 133,,
604,探秘寻宝-尖叫戈壁134,,Treasure Hunt - Howling Gobi 134,,
606,探秘寻宝-尖叫戈壁135,,Treasure Hunt - Howling Gobi 135,,
607,探秘寻宝-尖叫戈壁136,,Treasure Hunt - Howling Gobi 136,,
608,探秘寻宝-尖叫戈壁137,,Treasure Hunt - Howling Gobi 137,,
609,探秘寻宝-尖叫戈壁138,,Treasure Hunt - Howling Gobi 138,,
610,探秘寻宝-尖叫戈壁139,,Treasure Hunt - Howling Gobi 139,,
615,探秘寻宝--二号6,,Treasure Hunt - Edengate 41,,"1450, 1287"
620,探秘寻宝--二号8,,Treasure Hunt - Edengate 42,,"1550, 1310"
621,探秘寻宝--二号9,,Treasure Hunt - Edengate 43,,"1498, 1230"
622,探秘寻宝--二号11,,Treasure Hunt - Edengate 44,,"1430, 1250"
623,探秘寻宝--二号12,,Treasure Hunt - Edengate 45,inside cargo box,"1449, 1170"
625,探秘寻宝--二号13,,Treasure Hunt - Edengate 46,move the ball into container ,"1353, 1193"
627,探秘寻宝--二号19,,Treasure Hunt - Edengate 47,,"1377, 1297"
628,探秘寻宝--地铁站36,,Treasure Hunt - Edengate 48,,"1342, 1130"
630,探秘寻宝--二号36,,Treasure Hunt - Edengate 49,need correction mark Positioning ,"1441, 1378"
631,探秘寻宝-尖叫戈壁140,,Treasure Hunt - Howling Gobi 140,,
632,探秘寻宝--二号25,,Treasure Hunt - Edengate ,,"1242, 1273"
634,探秘寻宝-尖叫戈壁141,,Treasure Hunt - Howling Gobi 141,,
635,探秘寻宝-尖叫戈壁142,,Treasure Hunt - Howling Gobi 142,,
637,探秘寻宝--二号35,,Treasure Hunt - Edengate 50,,"1284, 1356"
638,探秘寻宝-尖叫戈壁143,,Treasure Hunt - Howling Gobi 143,,
639,探秘寻宝-尖叫戈壁144,,Treasure Hunt - Howling Gobi 144,,
641,探秘寻宝-尖叫戈壁145,,Treasure Hunt - Howling Gobi 145,,
642,探秘寻宝-尖叫戈壁146,,Treasure Hunt - Howling Gobi 146,,
643,探秘寻宝--二号36,,Treasure Hunt - Edengate 51,,"1614, 1150"
644,探秘寻宝-尖叫戈壁147,,Treasure Hunt - Howling Gobi 147,,
645,探秘寻宝--迷雾1,,Treasure Hunt - Edengate 52,above a tent,"1469, 972"
646,探秘寻宝-尖叫戈壁148,,Treasure Hunt - Howling Gobi 148,,
647,探秘寻宝-尖叫戈壁149,,Treasure Hunt - Howling Gobi 149,,
648,探秘寻宝--迷雾2,,Treasure Hunt - Edengate 53,,"1495, 885"
649,探秘寻宝-尖叫戈壁150,,Treasure Hunt - Howling Gobi 150,,
650,探秘寻宝--迷雾3,,Treasure Hunt - Edengate 54,,"1549, 954"
653,探秘寻宝--迷雾5,,Treasure Hunt - Edengate 55,,"1437, 815"
654,探秘寻宝--迷雾6,,Treasure Hunt - Edengate 56,need correction mark positioning ,"1570, 864"
656,探秘寻宝--迷雾7,,Treasure Hunt - Edengate 57,"look up, on the neon side ","1394, 662"
657,探秘寻宝--迷雾8,,Treasure Hunt - Edengate 58,,"1385, 569"
659,探秘寻宝--迷雾9,,Treasure Hunt - Edengate 59,,"1443, 630"
661,探秘寻宝--迷雾10,,Treasure Hunt - Edengate 60,,"1468, 617"
662,探秘寻宝-尖叫戈壁151,,Treasure Hunt - Howling Gobi 151,,
663,探秘寻宝--迷雾11,,Treasure Hunt - Edengate 61,,"1525, 601"
664,探秘寻宝--迷雾15,,Treasure Hunt - Edengate 62,,"1563, 423"
665,探秘寻宝--迷雾16,,Treasure Hunt - Edengate 63,,"1563, 337"
668,探秘寻宝-尖叫戈壁152,,Treasure Hunt - Howling Gobi 152,,
669,探秘寻宝--迷雾17,,Treasure Hunt - Edengate 64,,"1692, 727"
670,探秘寻宝-尖叫戈壁153,,Treasure Hunt - Howling Gobi 153,,
672,探秘寻宝-尖叫戈壁154,,Treasure Hunt - Howling Gobi 154,,
673,探秘寻宝--迷雾18,,Treasure Hunt - Edengate 65,,"1754, 804"
674,探秘寻宝-尖叫戈壁155,,Treasure Hunt - Howling Gobi 155,,
675,探秘寻宝-尖叫戈壁156,,Treasure Hunt - Howling Gobi 156,,
677,探秘寻宝--迷雾22,,Treasure Hunt - Edengate 66,,"1961, 753"
678,探秘寻宝-尖叫戈壁157,,Treasure Hunt - Howling Gobi 157,,
679,探秘寻宝--迷雾25,,Treasure Hunt - Edengate 67,,"1681, 514"
680,探秘寻宝-尖叫戈壁158,,Treasure Hunt - Howling Gobi 158,,
681,探秘寻宝-尖叫戈壁159,,Treasure Hunt - Howling Gobi 159,,
682,探秘寻宝--迷雾24,,Treasure Hunt - Edengate 68,,"1720, 395"
683,探秘寻宝-尖叫戈壁160,,Treasure Hunt - Howling Gobi 160,,
685,探秘寻宝-尖叫戈壁161,,Treasure Hunt - Howling Gobi 161,,
686,探秘寻宝--迷雾40,,Treasure Hunt - Edengate 69,,"1811, 521"
687,探秘寻宝-尖叫戈壁162,,Treasure Hunt - Howling Gobi 162,,
688,探秘寻宝--迷雾41,,Treasure Hunt - Edengate 70,,"1829, 515"
690,探秘寻宝-尖叫戈壁163,,Treasure Hunt - Howling Gobi 163,,
691,探秘寻宝--迷雾43,,Treasure Hunt - Edengate 71,,"1859, 464"
692,探秘寻宝-尖叫戈壁164,,Treasure Hunt - Howling Gobi 164,,
693,探秘寻宝-尖叫戈壁165,,Treasure Hunt - Howling Gobi 165,,
694,探秘寻宝--迷雾45,,Treasure Hunt - Edengate 72,,"1899, 500"
695,探秘寻宝-尖叫戈壁166,,Treasure Hunt - Howling Gobi 166,,
696,探秘寻宝-尖叫戈壁167,,Treasure Hunt - Howling Gobi 167,,
697,探秘寻宝-尖叫戈壁168,,Treasure Hunt - Howling Gobi 168,,
698,探秘寻宝-尖叫戈壁169,,Treasure Hunt - Howling Gobi 169,,
699,探秘寻宝-尖叫戈壁170,,Treasure Hunt - Howling Gobi 170,,
701,探秘寻宝-尖叫戈壁171,,Treasure Hunt - Howling Gobi 171,,
702,探秘寻宝-尖叫戈壁172,,Treasure Hunt - Howling Gobi 172,,
703,探秘寻宝-尖叫戈壁173,,Treasure Hunt - Howling Gobi 173,,
704,探秘寻宝-尖叫戈壁174,,Treasure Hunt - Howling Gobi 174,,
705,探秘寻宝-尖叫戈壁175,,Treasure Hunt - Howling Gobi 175,,
706,探秘寻宝-尖叫戈壁176,,Treasure Hunt - Howling Gobi 176,,
707,探秘寻宝-尖叫戈壁177,,Treasure Hunt - Howling Gobi 177,,
710,探秘寻宝-尖叫戈壁178,,Treasure Hunt - Howling Gobi 178,,
712,探秘寻宝-尖叫戈壁179,,Treasure Hunt - Howling Gobi 179,,
713,探秘寻宝-尖叫戈壁180,,Treasure Hunt - Howling Gobi 180,,
714,探秘寻宝-尖叫戈壁181,,Treasure Hunt - Howling Gobi 181,,
716,探秘寻宝-尖叫戈壁182,,Treasure Hunt - Howling Gobi 182,,
717,探秘寻宝-尖叫戈壁183,,Treasure Hunt - Howling Gobi 183,,
719,探秘寻宝-尖叫戈壁184,,Treasure Hunt - Howling Gobi 184,,
720,探秘寻宝-尖叫戈壁185,,Treasure Hunt - Howling Gobi 185,,
721,探秘寻宝-尖叫戈壁186,,Treasure Hunt - Howling Gobi 186,,
723,探秘寻宝-尖叫戈壁187,,Treasure Hunt - Howling Gobi 187,,
724,探秘寻宝--工厂1,,Treasure Hunt - Edengate 73,,"1339, 1067"
726,探秘寻宝-尖叫戈壁188,,Treasure Hunt - Howling Gobi 188,,
727,探秘寻宝--工厂2,,Treasure Hunt - Edengate 74,,"1203, 1189"
728,探秘寻宝-尖叫戈壁189,,Treasure Hunt - Howling Gobi 189,,
730,探秘寻宝-尖叫戈壁190,,Treasure Hunt - Howling Gobi 190,,
731,探秘寻宝--工厂3,,Treasure Hunt - Edengate 75,,"1151, 1268"
733,探秘寻宝-尖叫戈壁191,,Treasure Hunt - Howling Gobi 191,,
734,探秘寻宝-尖叫戈壁192,,Treasure Hunt - Howling Gob 192,,
735,探秘寻宝--工厂4,,Treasure Hunt - Edengate 76,,"1128, 1330"
736,探秘寻宝-尖叫戈壁193,,Treasure Hunt - Howling Gobi 193,,
738,探秘寻宝--工厂5,,Treasure Hunt - Edengate 77,Step on blue box ,"1017, 1279"
739,探秘寻宝--工厂6,,Treasure Hunt - Edengate 78,need correct mark positioning ,"944, 1210"
740,探秘寻宝-尖叫戈壁194,,Treasure Hunt - Howling Gobi 194,,
741,探秘寻宝-尖叫戈壁195,,Treasure Hunt - Howling Gobi 195,,
742,探秘寻宝-尖叫戈壁196,,Treasure Hunt - Howling Gobi 196,,
743,探秘寻宝--工厂11,,Treasure Hunt - Edengate 79,,"910, 1195"
744,探秘寻宝-尖叫戈壁197,,Treasure Hunt - Howling Gobi 197,,
745,探秘寻宝-尖叫戈壁198,,Treasure Hunt - Howling Gobi 198,,
746,探秘寻宝-尖叫戈壁199,,Treasure Hunt - Howling Gobi 199,,
747,探秘寻宝--工厂12,,Treasure Hunt - Edengate 80,,"906, 1105"
748,探秘寻宝-尖叫戈壁200,,Treasure Hunt - Howling Gobi 200,,
749,探秘寻宝--工厂14,,Treasure Hunt - Edengate 81,need correction mark positioning ,"865, 1087"
750,探秘寻宝-尖叫戈壁201,,Treasure Hunt - Howling Gobi 201,,
751,探秘寻宝-尖叫戈壁202,,Treasure Hunt - Howling Gobi 202,,
752,探秘寻宝--工厂16,,Treasure Hunt - Edengate 82,,"840, 1054"
753,探秘寻宝-尖叫戈壁203,,Treasure Hunt - Howling Gobi 203,,
754,探秘寻宝-尖叫戈壁204,,Treasure Hunt - Howling Gobi 204,,
755,探秘寻宝--工厂17,,Treasure Hunt - Edengate 83,,"853, 1035"
756,探秘寻宝-尖叫戈壁205,,Treasure Hunt - Howling Gobi 205,,
757,探秘寻宝-尖叫戈壁206,,Treasure Hunt - Howling Gob 206,,
758,探秘寻宝--工厂22,,Treasure Hunt - Edengate 84,,
759,探秘寻宝--工厂30,,Treasure Hunt - Edengate 85,,
760,探秘寻宝--工厂32,,Treasure Hunt - Edengate 86,,
762,探秘寻宝--工厂33,,Treasure Hunt - Edengate 87,,
764,探秘寻宝--工34,,Treasure Hunt - Edengate 88,,
768,探秘寻宝-工50,,Treasure Hunt - Edengate 89,,
770,探秘寻宝--工36,,Treasure Hunt - Edengate 90,,
771,探秘寻宝--工37,,Treasure Hunt - Edengate 91,,
773,探秘寻宝--工38,,Treasure Hunt - Edengate 92,,
775,探秘寻宝--工39,,Treasure Hunt - Edengate 93,,
777,探秘寻宝--工40,,Treasure Hunt - Edengate 94,,
784,探秘寻宝--工88,,Treasure Hunt - Edengate 95,,
787,探秘寻宝--工41,,Treasure Hunt - Edengate 96,,
788,探秘寻宝--工43,,Treasure Hunt - Edengate 97,,
789,探秘寻宝--工44,,Treasure Hunt - Edengate 98,,
790,探秘寻宝--工45,,Treasure Hunt - Edengate 99,,
791,探秘寻宝--工46,,Treasure Hunt - Edengate 100,,
792,探秘寻宝--工47,,Treasure Hunt - Edengate 101,,
793,探秘寻宝--工48,,Treasure Hunt - Edengate 102,,
794,探秘寻宝--工49,,Treasure Hunt - Edengate 103,,
795,探秘寻宝--工50,,Treasure Hunt - Edengate 104,,
841,探秘寻宝-工51,,Treasure Hunt - Edengate 105,,
842,探秘寻宝-工52,,Treasure Hunt - Edengate 106,,
